"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
5,GRYMES HILL              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,631,1051, ,R4,755 NARROWS ROAD NORTH                   ,807,10304, 1 , -   , 1 , -   , -   ,1987,2,R4, -   ,12/8/2016
5,GRYMES HILL              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,631,1061, ,R4,755 NARROWS ROAD NORTH                   ,907,10304, 1 , -   , 1 , -   , -   ,1987,2,R4, -   ,12/8/2016
5,GRYMES HILL              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,631,1068, ,R4,755 NARROWS ROAD NORTH                   ,914,10304, 1 , -   , 1 , -   , -   ,1987,2,R4," 180,000 ",5/25/2016
5,GRYMES HILL              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,631,1069, ,R4,755 NARROWS ROAD NORTH                   ,1001A       ,10304, 1 , -   , 1 , -   , -   ,1987,2,R4," 196,716 ",12/12/2016
5,GRYMES HILL              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,631,1069, ,R4,755 NARROWS ROAD NORTH                   ,1001A       ,10304, 1 , -   , 1 , -   , -   ,1987,2,R4, -   ,1/21/2016
5,GRYMES HILL              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,631,1077, ,R4,755 NARROWS ROAD NORTH                   ,1013,10304, 1 , -   , 1 , -   , -   ,1987,2,R4," 175,000 ",11/9/2016
5,GRYMES HILL              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,631,1085, ,R4,755 NARROWS ROAD NORTH                   ,1113,10304, 1 , -   , 1 , -   , -   ,1987,2,R4," 226,600 ",12/15/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6309,22, ,A2,550 EDGEGROVE AVENUE                     ,            ,10312, 1 , -   , 1 ," 5,000 "," 1,764 ",1970,1,A2, 1 ,6/17/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6324,9, ,A0,5269 AMBOY ROAD                          ,            ,10312, 1 , -   , 1 ," 15,167 "," 1,820 ",1930,1,A0, 10 ,6/16/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6324,13, ,A1,5275 AMBOY ROAD                          ,            ,10312, 1 , -   , 1 ," 4,968 "," 1,232 ",1920,1,A1, -   ,10/26/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6324,13, ,A1,5275 AMBOY ROAD                          ,            ,10312, 1 , -   , 1 ," 4,968 "," 1,232 ",1920,1,A1," 439,900 ",2/19/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6332,124, ,A1,65 COMFORT COURT                         ,            ,10312, 1 , -   , 1 ," 4,050 "," 2,350 ",2002,1,A1," 700,000 ",11/7/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6333,84, ,A1,680 EDGEGROVE AVENUE                     ,            ,10312, 1 , -   , 1 ," 3,880 "," 3,394 ",2007,1,A1, -   ,8/5/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6333,84, ,A1,680 EDGEGROVE AVENUE                     ,            ,10312, 1 , -   , 1 ," 3,880 "," 3,394 ",2007,1,A1," 882,500 ",6/24/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6334,4, ,A9,695 HUGUENOT AVENUE                      ,            ,10312, 1 , -   , 1 ," 20,000 "," 1,456 ",1925,1,A9," 707,000 ",2/12/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6335,3, ,A2,675 HUGUENOT AVENUE                      ,            ,10312, 1 , -   , 1 ," 4,160 "," 2,050 ",1970,1,A2," 485,000 ",3/18/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6335,43, ,A1,212 NIPPON AVENUE                        ,            ,10312, 1 , -   , 1 ," 10,000 "," 2,674 ",1955,1,A1," 600,000 ",1/19/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6335,67, ,A2,641 IONIA AVENUE                         ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,975 ",1970,1,A2, 10 ,8/18/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6336,35, ,A1,180 NIPPON AVENUE                        ,            ,10312, 1 , -   , 1 ," 10,000 "," 4,280 ",1980,1,A1," 905,000 ",10/6/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6337,24, ,A2,550 RATHBUN AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,500 "," 1,130 ",1955,1,A2, -   ,9/12/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6337,56, ,A3,265 RAMONA AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,500 "," 2,854 ",1955,1,A3," 882,500 ",8/15/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6338,46, ,A2,561 RATHBUN AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,132 ",1975,1,A2, -   ,4/28/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6338,54, ,A2,577 RATHBUN AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,865 ",1975,1,A2," 580,000 ",10/20/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6339,61, ,A1,625 SHELDON AVENUE                       ,            ,10312, 1 , -   , 1 ," 6,000 "," 3,480 ",1950,1,A1," 685,000 ",7/12/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6339,102, ,A2,526 STAFFORD AVENUE                      ,            ,10312, 1 , -   , 1 ," 6,000 "," 2,269 ",1970,1,A2," 655,000 ",8/26/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6339,130, ,A1,579 SINCLAIR AVENUE                      ,            ,10312, 1 , -   , 1 ," 4,500 "," 2,040 ",1970,1,A1, 10 ,9/29/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6535,70, ,A1,399 COLON STREET                         ,            ,10312, 1 , -   , 1 ," 15,000 "," 2,976 ",1980,1,A1," 1,050,000 ",7/15/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6539,52, ,A1,149 SWAIM AVENUE                         ,            ,10312, 1 , -   , 1 ," 6,870 "," 3,850 ",1993,1,A1," 830,000 ",11/1/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6540,1, ,A1,167 CHESTER AVENUE                       ,            ,10312, 1 , -   , 1 ," 16,740 "," 2,574 ",1930,1,A1," 1,450,000 ",12/28/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6550,16, ,A1,5427 HYLAN BOULEVARD                     ,            ,10312, 1 , -   , 1 ," 5,707 "," 3,900 ",2002,1,A1, -   ,8/3/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6552,20, ,A1,15 LOUISE STREET                         ,            ,10312, 1 , -   , 1 ," 5,734 "," 4,035 ",2007,1,A1," 940,000 ",12/15/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6559,84, ,A3,26 CHRISTINE COURT                       ,            ,10312, 1 , -   , 1 ," 15,000 "," 5,840 ",1987,1,A3," 990,000 ",11/3/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6561,11, ,A1,15 ROSE LANE                             ,            ,10312, 1 , -   , 1 ," 2,975 "," 1,496 ",1985,1,A1," 680,000 ",11/18/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6561,12, ,A1,19 ROSE LANE                             ,            ,10312, 1 , -   , 1 ," 4,079 "," 1,626 ",1986,1,A1," 680,000 ",3/28/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6561,22, ,A1,5304 AMBOY ROAD                          ,            ,10312, 1 , -   , 1 ," 9,375 "," 1,360 ",1925,1,A1, -   ,1/6/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6568,40, ,A2,96 STECHER STREET                        ,            ,10312, 1 , -   , 1 ," 8,000 "," 1,200 ",1975,1,A2, -   ,3/29/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6569,44, ,A2,28 COLON STREET                          ,            ,10312, 1 , -   , 1 ," 5,000 ", 936 ,1940,1,A2," 460,000 ",5/18/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6572,60, ,A9,228 KINGDOM AVENUE                       ,            ,10312, 1 , -   , 1 ," 6,300 "," 1,911 ",1980,1,A9, -   ,4/13/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6573,34, ,A1,64 TUCKAHOE AVENUE                       ,            ,10312, 1 , -   , 1 ," 6,000 "," 2,925 ",2006,1,A1, -   ,11/7/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6575,3, ,A1,1073 HUGUENOT AVENUE                     ,            ,10312, 1 , -   , 1 ," 4,400 "," 2,250 ",1984,1,A1," 25,000 ",3/10/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6575,10, ,A2,1061 HUGUENOT AVENUE                     ,            ,10312, 1 , -   , 1 ," 6,600 ", 875 ,1960,1,A2, -   ,5/16/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6580,9, ,A3,719 JANSEN STREET                        ,            ,10312, 1 , -   , 1 ," 10,532 "," 7,505 ",2014,1,A3," 1,781,937 ",3/31/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6580,49, ,A2,218 PRALL AVENUE                         ,            ,10312, 1 , -   , 1 ," 3,925 ", 648 ,1925,1,A2," 261,000 ",4/27/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6581,39, ,A2,1048 HUGUENOT AVENUE                     ,            ,10312, 1 , -   , 1 ," 5,500 "," 1,288 ",1960,1,A2," 475,000 ",10/20/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6584,1, ,A1,102 PRALL AVENUE                         ,            ,10312, 1 , -   , 1 ," 15,700 "," 1,562 ",1920,1,A1," 1,040,000 ",4/13/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6585,44, ,A1,946 HUGUENOT AVENUE                      ,            ,10312, 1 , -   , 1 ," 6,600 "," 1,488 ",1905,1,A1, -   ,5/3/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6815,196, ,A1,26 HAWLEY AVENUE                         ,            ,10312, 1 , -   , 1 ," 3,880 "," 1,828 ",1965,1,A1," 524,900 ",10/31/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6816,37, ,A2,466 ELLSWORTH AVENUE                     ,            ,10312, 1 , -   , 1 ," 7,571 ", 934 ,1970,1,A2," 10,000 ",9/23/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6820,59, ,A2,18 ASHLAND AVENUE EAST                   ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,250 ",1973,1,A2, -   ,1/26/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6821,26, ,A2,41 ASHLAND AVENUE EAST                   ,            ,10312, 1 , -   , 1 ," 4,000 "," 1,926 ",1970,1,A2, -   ,10/13/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6822,7, ,A1,87 WEST TERRACE                          ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,046 ",1970,1,A1," 635,000 ",10/6/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6822,20, ,A1,101 WEST TERRACE                         ,            ,10312, 1 , -   , 1 ," 3,884 "," 2,730 ",2003,1,A1, -   ,7/27/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6828,36, ,A1,268 DARLINGTON AVE                       ,            ,10312, 1 , -   , 1 ," 5,495 "," 3,002 ",2004,1,A1," 205,000 ",10/4/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6828,36, ,A1,268 DARLINGTON AVE                       ,            ,10312, 1 , -   , 1 ," 5,495 "," 3,002 ",2004,1,A1," 205,000 ",10/4/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6830,19, ,A2,370 DARLINGTON AVENUE                    ,            ,10312, 1 , -   , 1 ," 5,300 "," 2,592 ",1970,1,A2," 710,000 ",6/28/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6834,33, ,A1,260 ELLSWORTH AVENUE                     ,            ,10312, 1 , -   , 1 ," 9,000 "," 2,697 ",1978,1,A1," 761,500 ",7/22/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6836,45, ,A3,346 RAMONA AVENUE                        ,            ,10312, 1 , -   , 1 ," 10,000 "," 3,143 ",1984,1,A3, -   ,4/21/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6838,19, ,A2,768 LAMONT AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,200 "," 2,052 ",1974,1,A2, -   ,12/28/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6838,19, ,A2,768 LAMONT AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,200 "," 2,052 ",1974,1,A2," 655,000 ",12/28/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6838,19, ,A2,768 LAMONT AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,200 "," 2,052 ",1974,1,A2, -   ,4/7/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6838,21, ,A2,764 LAMONT AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,200 "," 2,052 ",1974,1,A2, -   ,1/22/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6838,60, ,A2,755 IONIA AVENUE                         ,            ,10312, 1 , -   , 1 ," 4,200 "," 2,052 ",1975,1,A2," 525,000 ",3/11/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6839,1, ,A2,779 LAMONT AVENUE                        ,            ,10312, 1 , -   , 1 ," 5,640 "," 1,362 ",1945,1,A2, -   ,11/21/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6839,23, ,A2,408 RAMONA AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,410 "," 2,087 ",1976,1,A2," 500,000 ",10/12/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6839,60, ,A2,763 LAMONT AVENUE                        ,            ,10312, 1 , -   , 1 ," 3,990 "," 2,087 ",1974,1,A2," 625,000 ",9/16/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6839,68, ,A2,777 LAMONT AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,085 "," 2,087 ",1974,1,A2, -   ,9/13/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6840,31, ,A2,702 RATHBUN AVENUE                       ,            ,10312, 1 , -   , 1 ," 3,990 "," 2,038 ",1974,1,A2," 585,000 ",2/19/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6840,46, ,A1,385 RAMONA AVENUE                        ,            ,10312, 1 , -   , 1 ," 4,484 "," 2,420 ",2006,1,A1," 275,000 ",6/10/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6842,27, ,A2,722 SHELDON AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,142 "," 2,016 ",1970,1,A2, -   ,2/5/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6842,29, ,A2,718 SHELDON AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,142 "," 2,042 ",1970,1,A2," 550,000 ",12/14/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6842,62, ,A2,765 RENSSELAER AVENUE                    ,            ,10312, 1 , -   , 1 ," 4,200 "," 2,042 ",1970,1,A2," 625,000 ",2/22/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6843,1, ,A3,315 RAMONA AVENUE                        ,            ,10312, 1 , -   , 1 ," 6,717 "," 2,893 ",2014,1,A3," 728,048 ",6/3/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6843,126, ,A2,688 RENSSELAER AVENUE                    ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,242 ",1970,1,A2, -   ,1/9/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6843,179, ,A2,655 RATHBUN AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,200 ",1970,1,A2," 590,000 ",4/19/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6844,5, ,A2,696 SHELDON AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,500 "," 2,242 ",1970,1,A2, -   ,1/14/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6844,7, ,A2,692 SHELDON AVENUE                       ,            ,10312, 1 , -   , 1 ," 4,000 "," 2,242 ",1970,1,A2, -   ,9/1/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6846,37, ,A2,1074 WOODROW ROAD                        ,            ,10312, 1 , -   , 1 ," 6,040 "," 2,510 ",1978,1,A2, -   ,11/9/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6846,37, ,A2,1074 WOODROW ROAD                        ,            ,10312, 1 , -   , 1 ," 6,040 "," 2,510 ",1978,1,A2," 610,000 ",11/9/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6847,34, ,A2,516 POWELL STREET                        ,            ,10312, 1 , -   , 1 ," 5,600 ", 960 ,1965,1,A2," 450,000 ",7/6/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6847,49, ,A2,544 POWELL STREET                        ,            ,10312, 1 , -   , 1 ," 4,200 "," 1,680 ",1965,1,A2, -   ,8/26/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6848,46, ,A2,28 WALKER PLACE                          ,            ,10312, 1 , -   , 1 ," 4,200 "," 1,040 ",1970,1,A2," 500,000 ",8/16/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6848,54, ,A1,44 WALKER PLACE                          ,            ,10312, 1 , -   , 1 ," 4,200 "," 1,880 ",1970,1,A1, -   ,4/22/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6850,7, ,A2,726 SINCLAIR AVENUE                      ,            ,10312, 1 , -   , 1 ," 4,576 "," 1,820 ",1965,1,A2," 495,000 ",2/24/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6853,82, ,A1,467 VERNON AVENUE                        ,            ,10309, 1 , -   , 1 ," 5,000 "," 4,392 ",2006,1,A1," 910,000 ",7/14/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6869,20, ,A3,434 DARLINGTON AVENUE                    ,            ,10309, 1 , -   , 1 ," 6,000 "," 3,588 ",2014,1,A3," 1,400,093 ",6/30/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6869,28, ,A2,418 DARLINGTON AVENUE                    ,            ,10309, 1 , -   , 1 ," 4,200 "," 1,008 ",1955,1,A2," 420,000 ",2/8/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6869,30, ,A0,414 DARLINGTON AVENUE                    ,            ,10309, 1 , -   , 1 ," 4,200 "," 1,182 ",1955,1,A0," 492,500 ",4/15/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6872,43, ,A1,1726 CARLTON AVENUE                      ,            ,10309, 1 , -   , 1 ," 6,600 "," 4,382 ",1955,1,A1, -   ,12/22/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6874,55, ,A1,840 IONIA AVENUE                         ,            ,10309, 1 , -   , 1 ," 4,000 "," 3,296 ",2006,1,A1," 910,000 ",6/29/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6875,120, ,A0,466 RAMONA AVENUE                        ,            ,10309, 1 , -   , 1 ," 4,050 "," 1,112 ",1965,1,A0," 555,000 ",7/5/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6878,38, ,A1,970 EDGEGROVE AVENUE                     ,            ,10309, 1 , -   , 1 ," 4,000 "," 1,748 ",1960,1,A1, -   ,12/22/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6879,50, ,A9,953 EDGEGROVE AVENUE                     ,            ,10309, 1 , -   , 1 ," 11,100 "," 3,252 ",1980,1,A9, -   ,4/14/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6880,1, ,A2,933 IONIA AVENUE                         ,            ,10309, 1 , -   , 1 ," 6,000 "," 2,520 ",1975,1,A2," 710,000 ",8/23/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6881,45, ,A2,871 LAMONT AVENUE                        ,            ,10309, 1 , -   , 1 ," 14,100 "," 6,440 ",1975,1,A2," 1,135,000 ",11/9/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6881,57, ,A2,893 LAMONT AVENUE                        ,            ,10309, 1 , -   , 1 ," 10,000 "," 3,004 ",1975,1,A2," 840,000 ",9/6/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6883,17, ,A5,779 RATHBUN AVENUE                       ,            ,10309, 1 , -   , 1 ," 2,604 "," 1,480 ",1983,1,A5," 470,000 ",6/17/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6884,16, ,A5,819 RENSSELAER AVENUE                    ,            ,10309, 1 , -   , 1 ," 2,688 "," 1,480 ",1983,1,A5," 489,000 ",6/13/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6884,70, ,A5,810 SINCLAIR AVENUE                      ,            ,10309, 1 , -   , 1 ," 1,940 "," 1,380 ",1985,1,A5, -   ,1/6/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6884,151, ,A5,833 SHELDON AVENUE                       ,            ,10309, 1 , -   , 1 ," 1,820 "," 1,480 ",1985,1,A5, -   ,10/31/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6884,151, ,A5,833 SHELDON AVENUE                       ,            ,10309, 1 , -   , 1 ," 1,820 "," 1,480 ",1985,1,A5, -   ,4/15/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6886,46, ,A1,837 RATHBUN AVENUE                       ,            ,10309, 1 , -   , 1 ," 3,811 "," 2,507 ",1983,1,A1, 10 ,7/5/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6887,28, ,A5,862 SHELDON AVENUE                       ,            ,10309, 1 , -   , 1 ," 2,140 "," 1,380 ",1983,1,A5," 405,000 ",8/15/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6887,34, ,A5,848 SHELDON AVENUE                       ,            ,10309, 1 , -   , 1 ," 2,140 "," 1,380 ",1983,1,A5," 399,000 ",7/28/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6888,45, ,A5,849 SHELDON AVENUE                       ,            ,10309, 1 , -   , 1 ," 1,860 "," 1,480 ",1985,1,A5," 20,000 ",9/22/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6889,29, ,A2,21 RAMAPO AVENUE                         ,            ,10309, 1 , -   , 1 ," 8,064 "," 1,794 ",1975,1,A2, -   ,9/13/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6890,43, ,A2,618 MARCY AVENUE                         ,            ,10309, 1 , -   , 1 ," 5,520 "," 1,662 ",1960,1,A2, -   ,10/4/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6890,45, ,A2,624 MARCY AVENUE                         ,            ,10309, 1 , -   , 1 ," 5,520 "," 1,662 ",1960,1,A2," 587,400 ",4/22/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6892,1, ,A2,533 FOSTER ROAD                          ,            ,10309, 1 , -   , 1 ," 11,200 "," 1,628 ",1945,1,A2, -   ,7/15/2016
5,HUGUENOT                 ,01  ONE FAMILY DWELLINGS                    ,1,6892,1, ,A2,533 FOSTER ROAD                          ,            ,10309, 1 , -   , 1 ," 11,200 "," 1,628 ",1945,1,A2," 352,000 ",6/8/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6309,71, ,B2,257 NIPPON AVENUE                        ,            ,10312, 2 , -   , 2 ," 6,000 "," 2,096 ",1973,1,B2," 700,000 ",10/12/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6310,60, ,B2,601 EDGEGROVE AVENUE                     ,            ,10312, 2 , -   , 2 ," 6,000 "," 2,050 ",1974,1,B2," 730,000 ",3/31/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6315,25, ,B2,510 SHELDON AVENUE                       ,            ,10312, 2 , -   , 2 ," 6,000 "," 2,560 ",1984,1,B2, -   ,6/13/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6315,41, ,B2,198 DELMAR AVENUE                        ,            ,10312, 2 , -   , 2 ," 4,000 "," 2,350 ",1983,1,B2," 659,000 ",8/29/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6317,12, ,B2,458 STAFFORD AVENUE                      ,            ,10312, 2 , -   , 2 ," 6,000 "," 2,850 ",1980,1,B2, -   ,10/11/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6317,12, ,B2,458 STAFFORD AVENUE                      ,            ,10312, 2 , -   , 2 ," 6,000 "," 2,850 ",1980,1,B2, -   ,8/17/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6317,12, ,B2,458 STAFFORD AVENUE                      ,            ,10312, 2 , -   , 2 ," 6,000 "," 2,850 ",1980,1,B2, -   ,1/19/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6317,28, ,B2,130 DELMAR AVENUE                        ,            ,10312, 2 , -   , 2 ," 4,000 "," 2,259 ",1985,1,B2," 672,000 ",11/3/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6319,93, ,B2,457 CROWN AVENUE                         ,            ,10312, 2 , -   , 2 ," 9,590 "," 4,552 ",1989,1,B2," 699,537 ",8/4/2016
5,HUGUENOT                 ,02  TWO FAMILY DWELLINGS                    ,1,6324,62, ,B2,93 COLLYER AVENUE                        ,            ,10312, 2 , -   , 2 ," 10,000 "," 2,832 ",1980,1,B2, -   ,1/18/2016
