"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
2,BEDFORD PARK/NORWOOD     ,32  HOSPITAL AND HEALTH FACILITIES          ,4,3338,12, ,I9,3308 ROCHAMBEAU AVENUE                   ,            ,10467, -   , 1 , 1 ," 3,000 "," 2,352 ",1931,4,I9, -   ,4/5/2016
2,BEDFORD PARK/NORWOOD     ,32  HOSPITAL AND HEALTH FACILITIES          ,4,3356,200, ,I3,3547 WEBSTER AVENUE                      ,            ,10467, -   , 1 , 1 ," 15,000 "," 30,000 ",1927,4,I3," 4,300,000 ",11/9/2016
2,BEDFORD PARK/NORWOOD     ,33  EDUCATIONAL FACILITIES                  ,4,3329,85, ,W4,3600 JEROME AVENUE                       ,            ,10467, -   , 1 , 1 ," 29,275 "," 79,275 ",1929,4,W4," 7,375,000 ",10/31/2016
2,BEDFORD PARK/NORWOOD     ,41  TAX CLASS 4 - OTHER                     ,4,3355,136, ,Z9,WEBSTER AVENUE                           ,            ,0, -   , -   , -   ," 9,000 ", -   ,0,4,Z9, -   ,6/6/2016
2,BEDFORD PARK/NORWOOD     ,41  TAX CLASS 4 - OTHER                     ,4,3355,136, ,Z9,WEBSTER AVENUE                           ,            ,0, -   , -   , -   ," 9,000 ", -   ,0,4,Z9," 49,000 ",4/19/2016
2,BEDFORD PARK/NORWOOD     ,41  TAX CLASS 4 - OTHER                     ,4,3355,136, ,Z9,WEBSTER AVENUE                           ,            ,0, -   , -   , -   ," 9,000 ", -   ,0,4,Z9," 1,000 ",4/19/2016
2,BEDFORD PARK/NORWOOD     ,43  CONDO OFFICE BUILDINGS                  ,4,3311,1006, ,RB,3130 GRAND CONCOURSE                     ,E           ,10458, -   , -   , 1 , -   , -   ,1955,4,RB, 10 ,6/15/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3054,18, ,B2,2386 LORILLARD PLACE                     ,            ,10458, 2 , -   , 2 ," 1,650 "," 1,536 ",1901,1,B2," 310,000 ",7/25/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3054,64, ,B2,2394 LORILLARD PLACE                     ,            ,10458, 2 , -   , 2 ," 1,650 "," 1,581 ",1901,1,B2," 285,000 ",4/28/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3055,21, ,B3,2381 LORILLARD PLACE                     ,            ,10458, 2 , -   , 2 ," 4,500 "," 1,920 ",1920,1,B3," 520,000 ",5/4/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3056,5, ,B1,2410 LORILLARD PLACE                     ,            ,10458, 2 , -   , 2 ," 2,450 "," 2,372 ",1920,1,B1," 450,000 ",2/16/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3056,6, ,B1,2412 LORILLARD PLACE                     ,            ,10458, 2 , -   , 2 ," 2,450 "," 2,200 ",1901,1,B1," 450,000 ",2/16/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3056,50, ,B2,2411 LORILLARD PLACE                     ,            ,10458, 2 , -   , 2 ," 2,250 "," 2,140 ",1910,1,B2," 270,000 ",8/26/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3057,32, ,B2,2419 BATHGATE AVENUE                     ,            ,10458, 2 , -   , 2 ," 1,900 "," 3,126 ",1901,1,B2," 365,650 ",1/26/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3066,48, ,B2,2475 ARTHUR AVENUE                       ,            ,10458, 2 , -   , 2 ," 2,781 "," 1,320 ",1931,1,B2," 930,000 ",4/19/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3066,49, ,B3,2473 ARTHUR AVENUE                       ,            ,10458, 2 , -   , 2 ," 2,783 "," 1,840 ",1901,1,B3," 695,000 ",4/19/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3067,36, ,S2,2482 HOFFMAN                             ,            ,10458, 2 , 1 , 3 ," 1,300 "," 2,640 ",1901,1,S2," 800,000 ",9/28/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3071,3, ,B2,607 EAST 182 STREET                      ,            ,10457, 2 , -   , 2 ," 2,125 "," 1,632 ",1901,1,B2," 381,000 ",7/21/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3074,7, ,B2,2340 HUGHES AVE                          ,            ,10458, 2 , -   , 2 ," 2,185 "," 2,090 ",1899,1,B2," 365,000 ",1/12/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3074,13, ,S2,625 CRESCENT AVENUE                      ,            ,10458, 2 , 1 , 3 , 803 ," 1,920 ",1909,1,S2," 450,000 ",1/7/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3075,47, ,B2,2459 CAMBRELENG AVENUE                   ,            ,10458, 2 , -   , 2 ," 2,500 "," 3,588 ",1899,1,B2, -   ,2/23/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3075,48, ,B2,2457 CAMBRELENG AVE                      ,            ,10458, 2 , -   , 2 ," 2,500 "," 3,654 ",1899,1,B2, -   ,10/27/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3078,46, ,S2,2506 HUGHES AVENUE                       ,            ,10458, 2 , 1 , 3 ," 2,185 "," 3,300 ",1910,1,S2, -   ,3/31/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3091,40, ,B2,2477 CAMBRELENG AVENUE                   ,            ,10458, 2 , -   , 2 ," 1,717 "," 2,106 ",1920,1,B2," 400,000 ",3/23/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3091,42, ,B2,2473 CAMBRELENG AVENUE                   ,            ,10458, 2 , -   , 2 ," 1,717 "," 2,106 ",1920,1,B2," 435,000 ",11/17/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3102,65, ,B1,737 EAST 183 STREET                      ,            ,10458, 2 , -   , 2 ," 2,500 "," 4,242 ",1925,1,B1," 162,500 ",4/20/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3103,58, ,B3,2303 CROTONA AVENUE                      ,            ,10458, 2 , -   , 2 ," 2,000 "," 2,508 ",1910,1,B3," 180,000 ",2/18/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3103,64, ,B2,2293 CROTONA AVENUE                      ,            ,10458, 2 , -   , 2 ," 1,764 "," 3,534 ",2000,1,B2," 460,000 ",8/12/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3104,58, ,B2,747 EAST 187 STREET                      ,            ,10458, 2 , -   , 2 ," 2,500 "," 2,576 ",1901,1,B2, -   ,5/15/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3104,58, ,B2,747 EAST 187TH                           ,            ,10458, 2 , -   , 2 ," 2,500 "," 2,576 ",1901,1,B2," 375,000 ",4/14/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3105,54, ,B1,2415 CROTONA AVE                         ,            ,10458, 2 , -   , 2 ," 2,000 "," 2,310 ",1910,1,B1," 300,000 ",12/19/2016
2,BELMONT                  ,02  TWO FAMILY DWELLINGS                    ,1,3112,35, ,B1,784 GARDEN STREET                        ,            ,10460, 2 , -   , 2 ," 1,680 "," 2,640 ",1901,1,B1," 419,000 ",2/10/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3054,34, ,C0,2365 HOFFMAN STREET                      ,            ,10458, 3 , -   , 3 ," 2,369 "," 3,450 ",1901,1,C0," 465,000 ",5/26/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3057,26, ,C0,510 EAST 188TH STREET                    ,            ,10458, 3 , -   , 3 ," 1,900 "," 3,234 ",1901,1,C0, -   ,8/5/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3057,40, ,C0,523 EAST 187TH STREET                    ,            ,10458, 3 , -   , 3 ," 2,500 "," 3,940 ",1904,1,C0," 675,000 ",7/20/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3057,41, ,C0,521 EAST 187TH STREET                    ,            ,10458, 3 , -   , 3 ," 1,800 "," 3,312 ",1901,1,C0, -   ,1/20/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3066,42, ,C0,2470 HOFFMAN STREET                      ,            ,10458, 3 , -   , 3 ," 2,854 "," 4,696 ",1901,1,C0," 135,000 ",10/28/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3067,71, ,C0,575 EAST 189TH STREET                    ,4           ,10458, 3 , -   , 3 ," 1,647 "," 2,640 ",1931,1,C0, -   ,9/28/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3076,34, ,C0,2462 HUGHES AVENUE                       ,            ,10458, 3 , -   , 3 ," 1,442 "," 1,920 ",1910,1,C0," 350,000 ",6/14/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3078,62, ,C0,2503 BELMONT AVENUE                      ,            ,10458, 3 , -   , 3 ," 1,624 "," 2,244 ",1915,1,C0, -   ,3/8/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3087,5, ,C0,2312 HUGHES AVENUE                       ,            ,10458, 3 , -   , 3 ," 2,500 "," 3,811 ",1905,1,C0, -   ,5/23/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3088,47, ,C0,2303 CAMBRELENG AVE                      ,            ,10458, 3 , -   , 3 ," 1,667 "," 2,595 ",1930,1,C0," 440,000 ",3/31/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3088,155, ,C0,2292 BELMONT AVE                         ,            ,10457, 3 , -   , 3 ," 1,266 "," 4,053 ",2007,1,C0," 580,000 ",8/26/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3089,16, ,C0,2326 CAMBRELENG AVENUE                   ,            ,10458, 3 , -   , 3 ," 5,000 "," 3,300 ",1931,1,C0," 860,000 ",7/11/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3091,46, ,C0,2468 CAMBRELENG AVENUE                   ,            ,10458, 3 , -   , 3 ," 3,000 "," 5,220 ",1987,1,C0, -   ,3/5/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3102,19, ,C0,2344 CROTONA AVENUE                      ,            ,10458, 3 , -   , 3 ," 2,000 "," 3,252 ",1910,1,C0," 319,000 ",1/21/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3102,60, ,C0,749 EAST 183RD STREET                    ,            ,10458, 3 , -   , 3 ," 1,725 "," 4,148 ",1930,1,C0," 420,000 ",4/5/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3102,76, ,C0,2362 CROTONA AVE                         ,            ,10458, 3 , -   , 3 ," 2,000 "," 4,092 ",1901,1,C0," 650,000 ",8/15/2016
2,BELMONT                  ,03  THREE FAMILY DWELLINGS                  ,1,3273,320, ,C0,554 EAST 191ST STREET                    ,            ,10458, 3 , -   , 3 ," 2,500 "," 2,534 ",1910,1,C0, -   ,6/6/2016
2,BELMONT                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,3071,45, ,V0,2230 ADAMS PLACE                         ,            ,10457, -   , -   , -   ," 2,500 ", -   ,0,1,V0," 111,000 ",7/13/2016
2,BELMONT                  ,06  TAX CLASS 1 - OTHER                     ,1,3075,26, ,G0,2407 CAMBRELENG AVENUE                   ,            ,10458, -   , -   , -   ," 1,667 ", 200 ,1931,1,G0, -   ,1/19/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3055,58, ,C1,518 EAST 187 STREET                      ,            ,10458, 16 , -   , 16 ," 2,816 "," 11,900 ",1930,2,C1," 2,125,000 ",7/13/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,3056,17, ,C1,2427 HOFFMAN STREET                      ,            ,10458, 10 , -   , 10 ," 2,423 "," 8,400 ",1931,2,C1," 1,000,000 ",3/28/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3058,17, ,C1,490 EAST 189 STREET                      ,            ,10458, 30 , -   , 30 ," 5,146 "," 23,100 ",1913,2,C1," 4,303,766 ",3/1/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3058,18, ,C1,496 EAST 189 STREET                      ,            ,10458, 30 , -   , 30 ," 5,177 "," 23,100 ",1913,2,C1," 4,302,114 ",3/1/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3058,19, ,C1,502 E 189TH STREET                       ,            ,10458, 30 , -   , 30 ," 5,177 "," 23,100 ",1913,2,C1," 4,097,253 ",3/1/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3058,42, ,C1,495 EAST 188 STREET                      ,            ,10458, 30 , -   , 30 ," 5,261 "," 23,100 ",1915,2,C1," 4,748,309 ",3/1/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,3059,61, ,C2,2500 BATHGATE AVENUE                     ,            ,10458, 6 , -   , 6 ," 2,058 "," 2,500 ",1901,2,C2," 805,000 ",9/23/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,3074,32, ,C1,2377 BELMONT AVENUE                      ,            ,10458, 9 , -   , 9 ," 2,185 "," 7,168 ",1907,2,C1," 1,250,000 ",10/28/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3074,34, ,C7,633 EAST 186TH STREET                    ,            ,10458, 27 , 1 , 28 ," 4,375 "," 19,725 ",1907,2,C7," 3,907,500 ",1/19/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3074,50, ,C7,663 CRESCENT AVENUE                      ,            ,10458, 20 , 4 , 24 ," 3,342 "," 17,862 ",1911,2,C7," 5,085,000 ",12/15/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,3078,12, ,C3,2502 ARTHUR AVENUE                       ,            ,10458, 4 , -   , 4 ," 1,969 "," 3,350 ",1931,2,C3," 552,200 ",1/28/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,3087,4, ,C3,2310 HUGHES AVE                          ,            ,10458, 4 , -   , 4 ," 2,500 "," 2,520 ",1931,2,C3, -   ,9/20/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3090,54, ,C1,690 EAST 189TH STREET                    ,            ,10458, 34 , -   , 34 ," 7,284 "," 32,560 ",1913,2,C1," 5,173,000 ",9/27/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3091,1, ,C7,2480 BELMONT AVENUE                      ,            ,10458, 20 , 4 , 24 ," 4,500 "," 20,250 ",1912,2,C7," 4,825,000 ",9/13/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3099,10, ,C1,735 EAST 182 STREET                      ,            ,10457, 20 , -   , 20 ," 5,000 "," 20,000 ",1913,2,C1," 2,200,000 ",3/23/2016
2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,3101,30, ,C3,740 EAST 183 STREET                      ,            ,10458, 4 , -   , 4 ," 2,375 "," 3,036 ",1931,2,C3," 490,000 ",7/8/2016
2,BELMONT                  ,12  CONDOS - WALKUP APARTMENTS              ,2,3103,1004, ,R2,2324 BEAUMONT AVENUE                     ,1D          ,10458, 1 , -   , 1 , -   , -   ,0,2,R2," 175,000 ",11/29/2016
2,BELMONT                  ,12  CONDOS - WALKUP APARTMENTS              ,2,3103,1006, ,R2,2320 BEAUMONT AVENUE                     ,1B          ,10458, 1 , -   , 1 , -   , -   ,0,2,R2," 80,000 ",7/5/2016
2,BELMONT                  ,14  RENTALS - 4-10 UNIT                     ,2A,3066,47, ,S3,2477 ARTHUR AVENUE                       ,            ,10458, 3 , 1 , 4 ," 2,779 "," 3,144 ",1931,2,S3," 800,000 ",4/19/2016
2,BELMONT                  ,14  RENTALS - 4-10 UNIT                     ,2A,3075,18, ,S9,2423 CAMBRELENG AVENUE                   ,            ,10458, 3 , 2 , 5 ," 1,900 "," 3,400 ",1931,2,S9, -   ,10/7/2016
2,BELMONT                  ,14  RENTALS - 4-10 UNIT                     ,2A,3077,41, ,S4,2472 ARTHUR AVENUE                       ,            ,10458, 4 , 1 , 5 ," 2,017 "," 3,220 ",1910,2,S4, -   ,12/9/2016
2,BELMONT                  ,14  RENTALS - 4-10 UNIT                     ,2B,3090,31, ,S9,689 EAST 187 STREET                      ,            ,10458, 6 , 2 , 8 ," 3,953 "," 8,219 ",1913,2,S9," 1,605,000 ",5/16/2016
2,BELMONT                  ,22  STORE BUILDINGS                         ,4,3066,46, ,K4,2479 ARTHUR AVENUE                       ,            ,10458, 2 , 4 , 6 ," 1,666 "," 3,331 ",1931,4,K4," 975,000 ",4/19/2016
2,BELMONT                  ,22  STORE BUILDINGS                         ,4,3086,27, ,K4,638 EAST 183 STREET                      ,            ,10458, 3 , 1 , 4 ," 3,750 "," 3,555 ",1931,4,K4," 875,000 ",10/7/2016
2,BELMONT                  ,22  STORE BUILDINGS                         ,4,3090,32, ,K2,687 EAST 187TH STREET                    ,            ,10458, -   , 8 , 8 ," 6,141 "," 10,236 ",1988,4,K2, -   ,1/19/2016
2,BELMONT                  ,27  FACTORIES                               ,4,3054,31, ,F5,2377 HOFFMAN STREET                      ,            ,10458, 2 , 2 , 4 ," 7,118 "," 5,462 ",1913,4,F5," 1,330,000 ",8/16/2016
2,BELMONT                  ,29  COMMERCIAL GARAGES                      ,4,3056,22, ,G6,HOFFMAN STREET                           ,            ,0, -   , -   , -   ," 4,846 ", -   ,0,4,G6," 1,150,000 ",2/16/2016
2,BELMONT                  ,29  COMMERCIAL GARAGES                      ,4,3056,22, ,G6,HOFFMAN STREET                           ,            ,0, -   , -   , -   ," 4,846 ", -   ,0,4,G6, -   ,2/16/2016
2,BELMONT                  ,29  COMMERCIAL GARAGES                      ,4,3075,52, ,G6,2449 CAMBRELENG AVE                      ,            ,10458, -   , -   , -   ," 2,300 ", -   ,0,4,G6, -   ,1/6/2016
2,BELMONT                  ,29  COMMERCIAL GARAGES                      ,4,3075,53, ,G6,N/A CAMBRELENG AVENUE                    ,            ,10458, -   , -   , -   ," 2,400 ", -   ,1900,4,G6, -   ,1/6/2016
2,BELMONT                  ,29  COMMERCIAL GARAGES                      ,4,3273,319, ,G1,546 EAST 191ST STREET                    ,            ,10458, -   , 1 , 1 ," 2,075 "," 1,050 ",1931,4,G1, -   ,6/6/2016
2,BELMONT                  ,30  WAREHOUSES                              ,4,3057,3, ,E1,4660 3 AVENUE                            ,            ,10458, -   , 1 , 1 ," 15,638 "," 15,615 ",1928,4,E1," 3,155,000 ",1/6/2016
2,BELMONT                  ,41  TAX CLASS 4 - OTHER                     ,4,3067,37, ,Z9,2484 HOFFMAN STREET                      ,            ,10458, -   , 1 , 1 ," 8,450 ", 100 ,1931,4,Z9," 990,000 ",5/17/2016
2,BRONX PARK               ,02  TWO FAMILY DWELLINGS                    ,1,3357,63, ,B2,3200 WEBSTER                             ,            ,10467, 2 , -   , 2 ," 2,029 "," 4,197 ",1915,1,B2," 560,000 ",11/2/2016
2,BRONX PARK               ,29  COMMERCIAL GARAGES                      ,4,3330,52, ,G7,400 EAST 203RD STREET                    ,            ,10467, -   , -   , -   ," 5,500 ", -   ,0,4,G7," 4,201,740 ",6/30/2016
2,BRONX PARK               ,29  COMMERCIAL GARAGES                      ,4,4011,29, ,G9,621 MORRIS PARK AVENUE                   ,            ,10460, -   , 1 , 1 ," 5,820 ", 432 ,1930,4,G9," 300,000 ",8/16/2016
2,BRONX PARK               ,31  COMMERCIAL VACANT LAND                  ,4,3357,410, ,V9,3466 WEBSTER AVENUE                      ,            ,10467, -   , -   , -   ," 4,752 ", -   ,0,4,V9," 950,000 ",4/21/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4340,75, ,A1,2279 BARKER AVE                          ,            ,10467, 1 , -   , 1 ," 4,525 "," 2,029 ",1925,1,A1," 680,000 ",3/25/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4435,48, ,A1,2513 WALLACE AVE                         ,            ,10467, 1 , -   , 1 ," 3,000 "," 2,272 ",1910,1,A1," 195,000 ",9/29/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4435,49, ,A1,2511 WALLACE AVENUE                      ,            ,10467, 1 , -   , 1 ," 3,000 "," 1,788 ",1910,1,A1," 220,000 ",7/26/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4435,49, ,A1,2511 WALLACE AVENUE                      ,            ,10467, 1 , -   , 1 ," 3,000 "," 1,788 ",1910,1,A1, -   ,7/26/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4514,15, ,A1,2740 MATTHEWS AVENUE                     ,            ,10467, 1 , -   , 1 ," 2,500 "," 1,400 ",1950,1,A1, -   ,7/9/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4521,38, ,A1,1116 ARNOW AVENUE                        ,            ,10469, 1 , -   , 1 ," 5,000 "," 1,120 ",1940,1,A1, -   ,10/21/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4522,50, ,A1,2719 HERING AVENUE                       ,            ,10469, 1 , -   , 1 ," 2,500 "," 1,218 ",1960,1,A1," 425,000 ",9/14/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4524,3, ,A9,2712 TENBROECK AVENUE                    ,            ,10469, 1 , -   , 1 ," 1,512 "," 1,485 ",1945,1,A9," 248,430 ",8/30/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4524,12, ,A5,2730 TENBROECK AVE                       ,            ,10469, 1 , -   , 1 ," 2,067 "," 2,140 ",1925,1,A5, -   ,8/31/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4524,16, ,A5,2738 TENBROECK AVENUE                    ,            ,10469, 1 , -   , 1 ," 2,567 "," 2,140 ",1925,1,A5, -   ,8/10/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4524,62, ,A5,2741 PEARSALL AVENUE                     ,            ,10469, 1 , -   , 1 ," 2,033 "," 2,140 ",1925,1,A5, -   ,8/2/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4525,8, ,A5,2722 PEARSALL AVENUE                     ,            ,10469, 1 , -   , 1 ," 2,100 "," 2,408 ",1940,1,A5, -   ,12/12/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4525,17, ,A5,2740 PEARSALL AVENUE                     ,            ,10469, 1 , -   , 1 ," 2,042 "," 2,088 ",1940,1,A5," 457,000 ",11/16/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4525,18, ,A5,2742 PEARSALL AVENUE                     ,            ,10469, 1 , -   , 1 ," 2,042 "," 2,088 ",1940,1,A5, -   ,10/25/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4525,18, ,A5,2742 PEARSALL                            ,            ,10469, 1 , -   , 1 ," 2,042 "," 2,088 ",1940,1,A5, -   ,6/10/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4525,118, ,A5,2744 PEARSALL AVENUE                     ,            ,10469, 1 , -   , 1 ," 2,042 "," 2,088 ",1940,1,A5, -   ,10/25/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4525,118, ,A5,2744 PEARSALL                            ,            ,10469, 1 , -   , 1 ," 2,042 "," 2,088 ",1940,1,A5, -   ,6/10/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4527,28, ,A5,2756 BOUCK AVENUE                        ,            ,10469, 1 , -   , 1 ," 1,800 "," 1,620 ",1950,1,A5," 361,500 ",9/6/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4529,1, ,A1,1339 ALLERTON AVE                        ,            ,10469, 1 , -   , 1 ," 3,003 "," 2,070 ",1950,1,A1, -   ,11/7/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4531,5, ,A5,1407 ALLERTON AVENUE                     ,            ,10469, 1 , -   , 1 ," 2,172 "," 1,899 ",1940,1,A5," 65,000 ",3/15/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4534,90, ,A1,1520 BANTAM PLACE                        ,            ,10469, 1 , -   , 1 ," 7,488 "," 1,512 ",1945,1,A1," 415,000 ",7/12/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4535,13, ,A1,2718 WOODHULL AVENUE                     ,            ,10469, 1 , -   , 1 ," 2,134 "," 1,536 ",1955,1,A1," 340,000 ",7/15/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4535,30, ,A1,2754 WOODHULL AVE                        ,            ,10469, 1 , -   , 1 ," 2,604 ", 900 ,1920,1,A1," 229,950 ",9/28/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4535,30, ,A1,2754 WOODHULL AVENUE                     ,            ,10469, 1 , -   , 1 ," 2,604 ", 900 ,1920,1,A1," 294,411 ",8/17/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4536,2, ,A1,1593 ALLERTON AVE                        ,            ,10469, 1 , -   , 1 ," 2,277 ", 768 ,1960,1,A1, -   ,6/23/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4543,12, ,A1,3022 BRONX PARK EAST                     ,            ,10467, 1 , -   , 1 ," 1,852 "," 1,140 ",1930,1,A1," 395,000 ",7/15/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4546,1, ,S1,2901 CRUGER                              ,            ,10467, 1 , 1 , 2 ," 4,515 "," 3,592 ",1940,1,S1, -   ,11/14/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4547,28, ,A5,3067 WILLIAMSBRIDGE ROAD                 ,            ,10467, 1 , -   , 1 , 650 , 864 ,1920,1,A5," 149,734 ",9/21/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4547,49, ,A1,2917 HOLLAND AVENUE                      ,            ,10467, 1 , -   , 1 ," 2,458 "," 2,312 ",1920,1,A1," 459,820 ",11/8/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4548,18, ,A1,2932 HOLLAND AVENUE                      ,            ,10467, 1 , -   , 1 ," 5,217 "," 2,695 ",1935,1,A1," 235,000 ",6/16/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4548,49, ,A5,2921 WALLACE AVENUE                      ,            ,10467, 1 , -   , 1 ," 1,800 "," 2,014 ",1950,1,A5," 452,000 ",5/3/2016
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4548,55, ,A5,2909 WALLACE AVENUE                      ,            ,10467, 1 , -   , 1 ," 2,167 "," 1,539 ",1950,1,A5," 360,000 ",4/5/2016
