BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5408,294,,A1,3174 PARSIFAL PLACE,,10465,1,0,1,"2,184","1,280",1925,1,A1,0,8/25/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5408,295,,A1,3172 PARSIFAL PLACE,,10465,1,0,1,"2,177","1,280",1925,1,A1,"725,000",4/20/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5408,300,,A1,3250 COUNTRY CLUB ROAD,,10465,1,0,1,"3,531","1,999",1925,1,A1,0,12/23/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5408,350,,A1,1340 LOHENGRIN PLACE,,10465,1,0,1,"3,200","1,512",1925,1,A1,"710,000",6/2/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,200,,A3,1250 STADIUM AVENUE,,10465,1,0,1,"10,000","2,056",1935,1,A3,"980,000",4/30/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,305,,A1,3308 POLO PLACE,,10465,1,0,1,"7,258","3,655",1950,1,A1,"1,375,000",3/9/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,310,,A1,3359 CAMPBELL DRIVE,,10465,1,0,1,"6,960","2,340",1935,1,A1,"998,888",4/6/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,424,,A7,3421 COUNTRY CLUB ROAD,,10465,1,0,1,"14,500","5,501",1960,1,A7,"1,255,000",12/1/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,527,,A5,3260 SPENCER DRIVE,,10465,1,0,1,"4,002","2,288",2007,1,A5,"930,000",4/1/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,535,,A1,3276 SPENCER DRIVE,,10465,1,0,1,"3,558","1,140",1925,1,A1,"610,000",12/23/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,623,,A5,3300B COUNTRY CLUB ROAD,,10465,1,0,1,"3,629","1,782",1940,1,A5,"695,000",3/17/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,670,,A1,3333 POLO PLACE,,10465,1,0,1,"3,375","1,614",1950,1,A1,0,11/16/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,684,,A1,3336 COUNTRY CLUB ROAD,,10465,1,0,1,"6,297","1,360",1930,1,A1,"679,000",2/5/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,693,,A1,3341 POLO PLACE,,10465,1,0,1,"3,742","1,146",1925,1,A1,"650,000",1/22/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,728,,A1,1436 STADIUM AVENUE,,10465,1,0,1,"2,852","1,224",1940,1,A1,"675,000",4/12/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5409,754,,A5,1413 REED PLACE,,10465,1,0,1,"2,500","1,260",1960,1,A5,"600,000",3/22/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5410,65,,A5,3204 RANDOLPH PLACE,,10465,1,0,1,"3,250","2,220",1960,1,A5,0,3/26/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5410,101,,A1,1429 KENNELLWORTH,,10465,1,0,1,"5,760","3,121",2000,1,A1,0,8/23/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5410,240,,A2,1463 KENNELLWORTH PLACE,,10465,1,0,1,"2,500",752,1940,1,A2,"500,000",8/13/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5410,248,,A1,3149 SPENCER DRIVE,,10465,1,0,1,"3,125","1,154",1930,1,A1,"647,000",11/17/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5411,92,,A1,1466 DWIGHT PLACE,,10465,1,0,1,"8,063","2,941",1935,1,A1,0,11/11/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5411,124,,A1,1411 ROBERTSON PLACE,,10465,1,0,1,"4,371","1,494",1925,1,A1,"680,000",6/18/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5411,127,,A1,3135 COUNTRY CLUB ROAD,,10465,1,0,1,"3,554","1,494",1925,1,A1,"255,000",12/1/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5411,229,,A5,31-38 AMPERE AVENUE,,10465,1,0,1,"3,000","1,985",1965,1,A5,"256,173",7/26/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5411,232,,A5,1555 DWIGHT PLACE,,10465,1,0,1,"2,500","1,683",1970,1,A5,"535,000",5/7/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5411,331,,A2,3220 MIDDLETOWN ROAD,,10465,1,0,1,"4,239","1,101",1920,1,A2,"505,000",2/4/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,21,,A1,1550 ROBERTSON PLACE,,10465,1,0,1,"2,500","1,500",2005,1,A1,"560,000",4/28/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,22,,A1,1552 ROBERTSON PLACE,,10465,1,0,1,"2,500","1,500",2005,1,A1,"560,038",10/20/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,84,,A5,3184 AMPERE AVENUE,,10465,1,0,1,"2,500","1,785",1960,1,A5,"675,100",3/2/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,87,,A1,3190 AMPERE AVENUE,,10465,1,0,1,"5,000","2,655",1925,1,A1,"710,000",6/1/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,147,,A5,3210 AMPERE AVENUE,,10465,1,0,1,"2,300","1,732",1950,1,A5,"535,000",11/20/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,160,,A5,1533 STADIUM AVENUE,,10465,1,0,1,"2,900","1,952",1960,1,A5,"700,000",9/24/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,162,,A5,1527 STADIUM AVE,,10465,1,0,1,"2,900","1,952",1960,1,A5,"715,000",9/20/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,164,,A5,1523 STADIUM AVENUE,,10465,1,0,1,"2,500","1,800",1955,1,A5,10,9/10/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,165,,A5,1521 STADIUM AVENUE,,10465,1,0,1,"2,500","1,800",1955,1,A5,0,3/10/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,167,,A5,1517 STADIUM AVENUE,,10465,1,0,1,"2,500","1,800",1955,1,A5,0,7/19/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5412,176,,A5,3211 GRISWOLD,,10465,1,0,1,"10,000","2,708",1960,1,A5,"995,000",11/17/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5413,20,,A2,1619 KENNELWORTH PLACE,,10465,1,0,1,"2,500","1,260",1915,1,A2,"435,000",2/24/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5413,20,,A2,1619 KENNELWORTH PLACE,,10465,1,0,1,"2,500","1,260",1915,1,A2,"435,000",4/27/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5413,66,,A5,1633 OHM AVENUE,,10465,1,0,1,"2,500","1,944",1960,1,A5,"645,000",4/20/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5413,140,,A5,1609 STADIUM AVENUE,,10465,1,0,1,"2,500","1,836",1960,1,A5,0,8/4/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5413,149,,A5,3203 AMPERE AVENUE,,10465,1,0,1,"2,450","1,632",1960,1,A5,"650,000",9/1/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5414,17,,A1,3248 LUCERNE STREET,,10465,1,0,1,"2,500","1,430",1920,1,A1,"620,000",2/11/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5414,38,,A2,3279 SPENCER DRIVE,,10465,1,0,1,"4,641","1,320",1940,1,A2,"590,000",12/14/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5414,150,,A2,3237 LUCERNE STREET,,10465,1,0,1,"2,500",900,1920,1,A2,"550,000",6/28/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5414,167,,A5,3331 RADIO DRIVE,,10465,1,0,1,"2,900","1,408",1955,1,A5,"670,000",8/24/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5414,228,,A5,3290 GRISWOLD AVENUE,,10465,1,0,1,"2,775","1,378",1960,1,A5,"700,000",7/20/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5415,14,,A5,1538 STADIUM AVENUE,,10465,1,0,1,"2,500","1,836",1975,1,A5,0,4/6/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5416,14,,A2,1642 STADIUM AVE,,10465,1,0,1,"5,000","1,728",1935,1,A2,"458,000",1/21/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5416,18,,A5,3220 WATT AVENUE,,10465,1,0,1,"2,666","1,592",1950,1,A5,"722,000",7/22/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5416,25,,A5,3230 WATT AVENUE,,10465,1,0,1,"2,660","1,404",1950,1,A5,0,1/22/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5416,37,,A9,1627 RESEARCH AVENUE,,10465,1,0,1,"2,500","1,210",1940,1,A9,"415,000",11/12/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5416,65,,A2,1638 RESEARCH AVENUE,,10465,1,0,1,"7,500","1,234",1945,1,A2,0,3/30/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5416,68,,A2,1642 RESEARCH AVENUE,,10465,1,0,1,"5,000",756,1905,1,A2,0,3/30/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5416,128,,A1,1642 LIBRARY AVE,,10465,1,0,1,"5,000","1,280",1925,1,A1,"645,000",1/11/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5416,160,,A5,1627 BAYVIEW AVENUE,,10465,1,0,1,"2,500","1,584",1950,1,A5,"540,000",12/29/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5417,100,,A2,3300 AMPERE AVENUE,,10465,1,0,1,"2,427","1,862",1940,1,A2,"685,000",8/30/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5417,137,,A1,1620 BAYVIEW AVENUE,,10465,1,0,1,"2,500","1,944",1960,1,A1,"750,000",8/26/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5417,138,,A5,1622 BAYVIEW AVENUE,,10465,1,0,1,"2,500","1,944",1960,1,A5,"590,000",3/30/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5417,180,,A5,1635 BAYSHORE AVENUE,,10465,1,0,1,"2,625","1,728",1955,1,A5,0,10/7/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5458,34,,A5,1004 THROGS NECK EXPWY,,10465,1,0,1,"2,124","1,296",1960,1,A5,"525,000",6/7/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5459,16,,A5,1033 VINCENT AVENUE,,10465,1,0,1,"1,710","1,636",1955,1,A5,"570,000",6/30/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5459,20,,A5,1025 VINCENT AVENUE,,10465,1,0,1,"1,710","1,636",1955,1,A5,"570,000",8/3/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5460,10,,A1,3220 LAYTON AVENUE,,10465,1,0,1,"1,588","1,524",1901,1,A1,"650,000",4/9/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5460,42,,A5,1018 VINCENT AVENUE,,10465,1,0,1,"1,710","1,683",1965,1,A5,"580,000",1/15/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5461,66,,A5,922 THROGGS NECK EXPRESSWAY,,10465,1,0,1,"1,768","1,190",1965,1,A5,"365,000",1/7/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5461,66,,A5,922 THROGS NECK EXPWY SR,,10465,1,0,1,"1,768","1,190",1965,1,A5,"618,000",10/20/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5462,10,,A5,935 VINCENT AVENUE,,10465,1,0,1,"2,379","1,836",1960,1,A5,"520,000",11/27/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5462,13,,A5,929 VINCENT AVE,,10465,1,0,1,"2,379","1,836",1960,1,A5,"548,000",8/13/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5463,3,,A1,3206 BARKLEY AVENUE,,10465,1,0,1,"1,311","1,208",1920,1,A1,"499,000",11/18/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5463,44,,A5,928 VINCENT AVENUE,,10465,1,0,1,"1,746","1,636",1970,1,A5,"593,000",1/22/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5464,7,,A5,3238 LAYTON AVENUE,,10465,1,0,1,"1,458","1,116",1950,1,A5,"180,000",11/18/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5464,7,,A5,3238 LAYTON AVENUE,,10465,1,0,1,"1,458","1,116",1950,1,A5,"626,000",7/19/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5465,1,,A5,3252 LAYTON AVE.,,10465,1,0,1,"2,288","1,678",1960,1,A5,"475,000",2/12/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5465,3,,A5,3254 LAYTON AVENUE,,10465,1,0,1,"1,458","1,678",1960,1,A5,"605,000",1/4/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5465,4,,A5,3256 LAYTON AVE,,10465,1,0,1,"1,917","1,678",1960,1,A5,"560,000",12/21/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5465,54,,A5,1036 CLARENCE AVENUE,,10465,1,0,1,"2,510","1,872",1950,1,A5,0,4/9/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5466,34,,A5,1453 SHORE DRIVE,,10465,1,0,1,"2,250","1,292",1960,1,A5,"556,400",2/2/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5469,9,,A5,927 DEAN AVENUE,,10465,1,0,1,"1,713","1,494",1955,1,A5,"545,000",1/27/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5469,33,,A1,916 CLARENCE AVENUE,,10465,1,0,1,"2,363","1,492",1930,1,A1,"436,020",6/16/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5469,34,,A2,918 CLARENCE,,10465,1,0,1,"2,363","1,387",1930,1,A2,"365,000",12/16/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5470,19,,A2,3289 LAFAYETTE AVENUE,,10465,1,0,1,825,596,1920,1,A2,"370,000",6/14/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5472,29,,A5,807 VINCENT AVENUE,,10465,1,0,1,"2,400","1,782",1960,1,A5,"557,500",10/1/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5473,34,,A5,803 WILCOX AVENUE,,10465,1,0,1,"2,144","1,620",1965,1,A5,10,4/19/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5473,49,,A2,830 VINCENT AVENUE,,10465,1,0,1,"2,500","1,022",1930,1,A2,0,8/9/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5476,9,,A5,763 WILCOX AVENUE,,10465,1,0,1,"1,728","1,784",1955,1,A5,"590,000",9/29/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5476,10,,A5,761 WILCOX AVENUE,,10465,1,0,1,"1,728","1,584",1955,1,A5,"560,000",7/7/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5480,43,,A5,3235 RANDALL AVENUE,,10465,1,0,1,"2,250","1,750",1970,1,A5,"575,000",11/9/2020
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5480,52,,A2,722 WILCOX AVENUE,,10465,1,0,1,"2,500",910,1920,1,A2,"465,000",7/21/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5483,25,,A5,3150 RANDALL AVENUE,,10465,1,0,1,"2,380","1,296",1955,1,A5,"585,000",2/26/2021
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5483,50,,A5,617 VINCENT AVENUE,,10465,1,0,1,"2,500","2,006",1960,1,A5,0,12/8/2020
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5320,29,,B3,1123 THROGMORTON AVENUE,,10465,2,0,2,"2,233","1,560",1960,1,B3,"565,000",3/30/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5321,9,,B1,1100 THROGMORTON AVENUE,,10465,2,0,2,"3,094","3,540",1999,1,B1,0,5/18/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5321,13,,B2,1110 THROGGMORTON AVENUE,,10465,2,0,2,"2,375","1,993",1920,1,B2,0,1/26/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5321,13,,B2,1110 THROGMORTON AVENUE,,10465,2,0,2,"2,375","1,993",1920,1,B2,"1,250,000",5/25/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5321,14,,B2,1112 THROGGMORTON AVENUE,,10465,2,0,2,"2,375","1,993",1920,1,B2,0,1/26/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5321,14,,B2,1112 THROGMORTON AVENUE,,10465,2,0,2,"2,375","1,993",1920,1,B2,"1,250,000",5/25/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5321,29,,B3,3192 FAIRMOUNT AVENUE,,10465,2,0,2,"1,710","1,746",1950,1,B3,"713,400",12/30/2020
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5322,31,,B1,1131 WILCOX AVENUE,,10465,2,0,2,"2,380","3,565",1978,1,B1,0,3/26/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5343,12,,B1,1206 FAIRFAX AVENUE,,10465,2,0,2,"2,650","2,394",1975,1,B1,"870,000",9/13/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5343,18,,B1,1220 FAIRFAX AVENUE,,10465,2,0,2,"2,375","1,734",1965,1,B1,0,12/21/2020
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5343,18,,B1,1220 FAIRFAX AVENUE,,10465,2,0,2,"2,375","1,734",1965,1,B1,"753,000",3/15/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5343,32,,B3,3144 WATERBURY AVENUE,,10465,2,0,2,"2,542","1,872",1950,1,B3,"700,000",12/30/2020
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5345,16,,B3,3188 WATERBURY AVENUE,,10465,2,0,2,"3,192","2,567",1950,1,B3,"775,000",11/20/2020
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5406,132,,B1,3222 RAWLINS AVENUE,,10465,2,0,2,"3,542","2,127",1940,1,B1,0,11/11/2020
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5408,172,,B3,3179 RAWLINS AVENUE,,10465,2,0,2,"2,177","1,280",1925,1,B3,0,8/26/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5408,202,,B2,3151 RAWLINS AVENUE,,10465,2,0,2,"2,764","1,640",1930,1,B2,"715,000",4/30/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5408,219,,B3,1366 KEARNEY AVENUE,,10465,2,0,2,"2,500","1,458",1925,1,B3,"700,000",8/4/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5408,396,,B3,1377 SIEGFRIED PLACE,,10465,2,0,2,"4,261","2,616",1955,1,B3,"964,000",9/23/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5409,145,,B1,3332 AGAR PLACE,,10465,2,0,2,"4,900","3,567",1960,1,B1,"1,100,000",5/3/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5409,615,,B3,3284 COUNTRY CLUB ROAD,,10465,2,0,2,"4,561","2,392",1960,1,B3,"870,000",2/26/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5409,686,,B3,3342 COUNTRY CLUB ROAD,,10465,2,0,2,"5,671","1,646",1925,1,B3,"930,000",7/13/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5410,182,,B1,3225 RANDOLPH PLACE,,10465,2,0,2,"3,283","2,180",1960,1,B1,"917,500",2/11/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5410,290,,B3,1464 KENNELLWORTH PLACE,,10465,2,0,2,"5,300","1,200",1940,1,B3,"690,000",9/23/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5411,248,,B1,1515 DWIGHT PLACE,,10465,2,0,2,"3,197","1,940",2000,1,B1,"947,000",12/8/2020
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5411,277,,B1,1540 DWIGHT PLACE,,10465,2,0,2,"5,000","6,412",1985,1,B1,0,10/21/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5411,299,,B3,1545 ROBERTSON PLACE,,10465,2,0,2,"5,000","1,428",1925,1,B3,"638,000",6/21/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5412,93,,B1,1551 OHM AVENUE,,10465,2,0,2,"3,742","2,040",1965,1,B1,"990,000",3/2/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5412,106,,B1,1519 OHM AVENUE,,10465,2,0,2,"5,000","3,744",1989,1,B1,"1,200,000",5/21/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5413,46,,B1,1630 KENNELLWORTH PL,,10465,2,0,2,"5,000","3,174",1960,1,B1,"960,000",8/17/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5413,100,,B1,1634 OHM AVE,,10465,2,0,2,"2,500","3,000",1965,1,B1,"900,000",6/17/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5414,32,,B1,3287 SPENCER DRIVE,,10465,2,0,2,"5,016","2,065",1965,1,B1,"720,000",1/13/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5414,80,,B1,3223 LUCERNE STREET,,10465,2,0,2,"5,020","5,291",1960,1,B1,0,7/7/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5414,96,,B2,3236 RADIO DRIVE,,10465,2,0,2,"3,942","3,364",1965,1,B2,0,10/21/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5414,99,,B3,3242 RADIO DRIVE,,10465,2,0,2,"2,310","1,728",1950,1,B3,0,3/11/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5414,198,,B1,3263 RADIO DRIVE,,10465,2,0,2,"4,560","2,966",1970,1,B1,0,10/21/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5414,201,,B2,3238 GRISWOLD AVENUE,,10465,2,0,2,"10,100","1,080",1925,1,B2,0,8/19/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5414,216,,B1,3264 GRISWOLD AVENUE,,10465,2,0,2,"4,750","1,880",1935,1,B1,"750,000",3/9/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5415,31,,B3,1549 RESEARCH AVENUE,,10465,2,0,2,"2,500","2,124",1950,1,B3,"680,000",2/23/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5415,122,,B3,3282 AMPERE AVENUE,,10465,2,0,2,"3,000","1,800",1935,1,B3,"616,970",3/2/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5416,107,,B2,3261 AMPERE AVENUE,,10465,2,0,2,"5,000","3,750",1988,1,B2,"825,000",9/17/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5416,131,,B1,1648 LIBRARY AVENUE,,10465,2,0,2,"7,500","3,060",1925,1,B1,"1,085,000",5/18/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5417,149,,B3,1648 BAY VIEW AVENUE,,10465,2,0,2,"5,000","2,650",1935,1,B3,0,1/26/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5417,156,,B3,1662 BAYVIEW AVENUE,,10465,2,0,2,"2,500","2,571",1915,1,B3,"865,000",6/4/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5417,167,,B1,1665 BAYSHORE AVENUE,,10465,2,0,2,"2,842","2,912",1960,1,B1,"850,000",1/14/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5417,249,,B1,202 OUTLOOK AVENUE,,10465,2,0,2,"2,878","3,393",2002,1,B1,"1,045,888",7/15/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5417,250,,B1,204 OUTLOOK AVENUE,,10465,2,0,2,"2,878","3,392",2002,1,B1,0,10/12/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5458,15,,B3,1027 THROGMORTON AVENUE,,10465,2,0,2,"1,980","2,016",1960,1,B3,"702,000",9/28/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5458,44,,B1,1032 THROGS NECK EXPWY SR,,10465,2,0,2,"2,926","1,875",1960,1,B1,"100,000",5/15/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5462,42,,B1,924 THROGMORTON,,10465,2,0,2,"3,184","4,150",1975,1,B1,0,2/26/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5464,12,,B2,1033 CLARENCE AVENUE,,10465,2,0,2,"7,106","2,268",1920,1,B2,"850,000",1/21/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5464,45,,B1,1020 WILCOX AVENUE,,10465,2,0,2,"1,706","1,813",1950,1,B1,"745,000",10/19/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5465,8,,B1,3264 LAYTON AVENUE,,10465,2,0,2,"2,871","2,882",1960,1,B1,"1,070,000",10/19/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5466,25,,B1,1469 SHORE DRIVE,,10465,2,0,2,"2,350","1,836",1960,1,B1,"705,000",9/24/2021
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5468,32,,B2,916 WILCOX AVENUE,,10465,2,0,2,"3,179","2,947",2018,1,B2,"1,200,000",3/1/2021
